"supplier_key","supplier_id","supplier_name"
885,"12-566-2563",Twitterwire
886,"38-603-6412",Voolia
887,"41-772-9238",Realmix
888,"81-234-0741",Jabberstorm
889,"81-927-7236",Yakitri
890,"38-330-5543",Eimbee
891,"19-809-5654",Abata
892,"65-395-5947",Bubblebox
893,"35-000-6015",Aibox
894,"23-109-2205",Tagchat
895,"34-730-9079",Gigazoom
896,"28-575-0716",Chatterbridge
897,"85-454-9252",Gevee
898,"34-824-0575",Brainverse
899,"51-600-6076",Skajo
900,"64-489-8494",Meevee
901,"93-719-9817",Feedfire
902,"18-110-8314",Meevee
903,"01-210-3485",Brightbean
904,"50-214-3802",Meembee
905,"13-457-9946",Dabshots
906,"29-143-2001",Aibox
907,"14-703-2550",Jaxspan
908,"33-265-4588",Linkbridge
909,"36-964-9838",Dynabox
910,"16-869-7328",Omba
911,"27-493-6787",Photobug
912,"54-188-1006",Mydeo
913,"39-412-7454",Geba
914,"70-453-8646",Demimbu
915,"34-724-1913",Yodel
916,"74-357-2990",Twitternation
917,"42-201-4328",Avaveo
918,"67-024-9832",LiveZ
919,"63-057-0462",Jazzy
920,"11-096-4003",Trudeo
921,"45-997-6429",Thoughtstorm
922,"67-674-0287",Camido
923,"60-386-5077",Eayo
924,"75-256-5638",Tavu
925,"54-132-9762",Flipopia
926,"95-241-9348",Fivebridge
927,"83-172-5527",Skaboo
928,"16-019-7101",Centimia
929,"23-178-8962",Jaloo
930,"85-670-6379",Tanoodle
931,"17-239-6309",Mydo
932,"94-006-6480",Dynava
933,"18-445-5057",Topicblab
934,"60-284-1974",Quatz
935,"86-079-1525",Oyondu
936,"53-584-1853",Tagtune
937,"22-940-6543",Vipe
938,"00-487-2428",Meembee
939,"45-912-2948",Kwilith
940,"65-620-9866",Quatz
941,"43-605-2448",Kamba
942,"62-044-8874",Babblestorm
943,"14-427-6604",Leenti
944,"26-213-7885",Photofeed
945,"98-558-5813",Eadel
946,"04-456-0715",Abatz
947,"63-924-5144",Omba
948,"37-728-5274",Flipbug
949,"63-522-2633",Skiptube
950,"75-365-7696",Talane
951,"25-741-5987",Tagopia
952,"33-898-6242",Realbridge
953,"92-991-6167",Meeveo
954,"70-444-9176",Yombu
955,"84-090-6472",Yodo
956,"56-825-0880",Vidoo
957,"57-591-6452",Jabbersphere
958,"95-148-9287",Skibox
959,"29-968-4976",Katz
960,"46-171-9624",Livetube
961,"43-979-2253",Dabjam
962,"75-867-3635",Realcube
963,"14-713-5795",Youfeed
964,"28-436-5158",Wikibox
965,"40-907-4937",Voonder
966,"69-472-4067",Meedoo
967,"20-103-9525",Eare
968,"40-662-8853",Meembee
969,"84-923-5086",Tavu
970,"19-985-9694",Wikizz
971,"90-718-2724",Youspan
972,"41-644-3129",Wordtune
973,"08-824-4585",Viva
974,"40-773-7065",Skilith
975,"20-257-6927",Avamba
976,"60-309-5783",Zoovu
977,"39-464-7300",Rhycero
978,"10-950-0546",Camimbo
979,"61-382-5182",Blogpad
980,"90-998-1236",Vimbo
981,"00-635-4638",Eidel
982,"96-786-0667",Edgewire
983,"10-038-3988",Edgeify
984,"99-178-0951",Meemm
985,"59-781-3399",Youtags
986,"26-135-6134",Quatz
987,"39-284-1614",Eimbee
988,"66-680-8738",Gigaclub
989,"39-676-9308",Tanoodle
990,"67-404-3362",Skyndu
