"inventory_key","product_key","supplier_key","location_key","date_received_key","last_order_date_key","expiration_date_key","stock_quantity","reorder_level","sales_volume","inventory_turnover_rate","reorder_quantity","unit_price","status"
358,873,203,728,20240904,20240424,20241018,95,25,87,5,91,53.82,Discontinued
359,406,733,374,20241123,20241020,20240619,96,34,71,17,57,8.00,Discontinued
360,481,212,635,20241129,20241201,20250120,92,48,38,61,22,6.25,Backordered
361,789,432,153,20240501,20250129,20240330,17,85,76,89,74,5.00,Active
362,119,628,876,20240326,20240915,20241112,59,74,63,69,100,4.50,Active
363,608,540,236,20240513,20240302,20250129,55,25,69,48,87,4.00,Backordered
364,388,605,806,20240728,20241018,20240326,92,46,24,75,13,5.00,Discontinued
365,719,247,459,20240428,20250219,20241128,14,63,59,63,74,2.50,Backordered
366,416,493,266,20241026,20250107,20241016,81,83,74,86,36,25.00,Backordered
367,67,370,521,20250131,20241008,20240507,89,35,49,55,19,5.00,Discontinued
368,138,664,680,20240713,20240225,20240908,99,68,59,16,1,5.50,Discontinued
369,291,74,439,20240502,20240820,20241016,67,14,81,77,25,1.80,Active
370,16,454,427,20240414,20240319,20240708,82,21,39,18,85,5.50,Backordered
371,785,391,248,20240707,20240429,20240430,69,82,34,22,58,1.50,Discontinued
372,802,366,571,20240729,20250204,20250120,86,66,30,6,24,2.50,Discontinued
373,720,170,833,20250108,20241207,20241122,84,91,83,95,86,1.50,Backordered
374,69,130,872,20241108,20241213,20250112,43,63,39,77,99,3.50,Discontinued
375,486,685,867,20240918,20240512,20240630,48,72,51,41,55,3.00,Active
376,543,468,510,20240305,20240916,20240225,11,6,88,24,100,5.00,Discontinued
377,572,899,918,20240327,20240625,20241007,28,62,28,30,81,5.00,Discontinued
378,808,458,744,20241004,20240330,20240530,96,83,81,89,50,1.50,Discontinued
379,557,479,343,20240801,20240705,20241219,94,58,57,74,17,2.90,Backordered
380,345,934,973,20241130,20241129,20240412,65,54,69,79,29,12.00,Backordered
381,94,320,700,20240907,20241122,20241017,63,7,78,100,23,2.35,Active
382,346,464,238,20240710,20240630,20240729,58,15,52,81,87,5.90,Backordered
383,6,739,415,20240828,20240611,20240527,40,61,76,10,47,10.00,Discontinued
384,93,118,143,20250119,20240306,20240301,42,69,43,96,54,1.20,Active
385,284,287,865,20240619,20240804,20241010,64,31,85,42,91,1.90,Discontinued
386,744,128,778,20240422,20240407,20250215,85,89,68,93,41,8.00,Discontinued
387,175,204,769,20240329,20240618,20241117,51,1,96,26,61,7.60,Active
388,562,197,602,20250108,20240416,20240713,62,44,92,37,11,51.17,Discontinued
389,552,624,573,20240824,20241117,20240321,58,24,75,26,25,10.00,Active
390,928,390,409,20240818,20241119,20241220,77,20,61,62,5,4.50,Discontinued
391,216,969,956,20240327,20240824,20240511,76,97,52,82,20,7.00,Discontinued
392,35,970,508,20240314,20241019,20241019,14,67,71,94,65,20.00,Discontinued
393,624,179,148,20240611,20240404,20240310,52,79,36,100,87,2.50,Discontinued
394,47,353,782,20240620,20240514,20241007,84,95,48,82,22,2.85,Discontinued
395,764,214,315,20240602,20241003,20240419,18,8,54,45,68,2.00,Backordered
396,140,738,955,20240627,20240516,20241009,93,50,76,35,43,5.00,Discontinued
397,516,79,977,20240912,20240305,20241225,78,68,89,24,68,2.50,Backordered
398,219,54,708,20240316,20240504,20241126,96,51,61,4,40,2.30,Discontinued
399,246,657,882,20240626,20241209,20240523,75,47,33,12,33,12.50,Discontinued
400,635,208,752,20240830,20241017,20240305,44,80,96,68,84,3.40,Discontinued
401,321,784,288,20241208,20250219,20240417,12,59,95,99,62,1.50,Active
402,942,242,292,20240416,20241025,20241206,85,15,95,63,30,4.00,Active
403,393,495,120,20240423,20250101,20240621,100,10,76,38,89,1.50,Backordered
404,179,278,594,20240331,20240903,20240310,90,17,82,84,17,3.00,Backordered
405,531,922,12,20241224,20240511,20240304,14,75,100,84,19,1.90,Backordered
406,504,686,633,20241009,20241211,20241222,34,46,49,25,45,1.50,Backordered
407,313,795,344,20250203,20241025,20240303,61,43,67,6,29,15.00,Discontinued
408,617,82,435,20240227,20241002,20240429,68,60,79,46,21,8.90,Active
409,53,314,282,20250107,20240919,20240901,23,76,97,38,70,5.00,Backordered
410,964,341,562,20241118,20240712,20240229,24,1,58,61,65,7.00,Active
411,465,252,226,20240722,20240228,20241018,62,79,32,80,23,1.50,Active
412,344,564,408,20240229,20250206,20241210,97,20,29,59,72,3.00,Backordered
413,641,693,851,20240819,20241001,20250210,100,3,98,91,32,2.00,Backordered
414,937,309,400,20241206,20240626,20241115,45,79,84,62,95,4.00,Backordered
415,234,943,827,20240530,20240609,20240624,75,85,26,68,27,4.50,Discontinued
416,41,980,866,20240729,20241212,20241130,40,91,28,47,24,4.00,Discontinued
417,350,924,454,20241127,20240826,20240624,39,37,25,19,48,2.00,Active
418,507,661,799,20240706,20240517,20250123,37,8,47,62,50,6.00,Discontinued
419,252,335,691,20240626,20250222,20240316,20,9,46,32,12,30.50,Discontinued
420,911,211,445,20241007,20240528,20240622,72,70,82,32,99,2.50,Discontinued
421,305,426,775,20240512,20240823,20240517,50,99,42,1,73,8.00,Backordered
422,271,652,526,20241226,20240405,20240807,74,4,97,24,39,2.00,Backordered
423,973,582,914,20250120,20250127,20250112,81,74,42,23,45,3.50,Discontinued
424,648,19,534,20250205,20241011,20240808,21,15,37,41,27,2.50,Active
425,733,205,275,20241122,20240424,20240318,97,77,74,98,99,20.00,Backordered
426,838,905,281,20240830,20240629,20240310,19,17,58,23,14,4.30,Active
427,232,935,397,20240511,20241210,20240804,44,8,42,66,52,2.95,Active
428,434,124,550,20240527,20240503,20240821,38,94,89,100,87,1.80,Discontinued
429,651,642,846,20240709,20250217,20250220,75,81,69,38,17,5.00,Active
430,535,523,215,20250212,20240524,20240419,54,88,81,77,43,5.50,Backordered
431,395,243,432,20240809,20241229,20240404,98,67,21,61,49,15.00,Active
432,643,893,154,20240913,20250219,20240314,39,13,84,93,13,2.50,Active
433,947,510,241,20240313,20250112,20240614,33,4,46,92,31,7.00,Active
434,396,521,581,20240422,20240831,20241207,67,98,35,98,92,5.00,Backordered
435,186,914,615,20240706,20240422,20240527,32,49,80,36,73,2.50,Discontinued
436,665,517,704,20240929,20240617,20240702,24,32,55,72,17,1.00,Discontinued
437,230,884,103,20240320,20241228,20250202,85,45,95,72,71,3.00,Discontinued
438,885,542,707,20240608,20240519,20241210,84,9,30,68,46,5.00,Backordered
439,542,1,81,20250121,20240910,20241222,92,92,50,67,28,1.75,Discontinued
440,142,968,813,20250122,20241228,20240601,84,69,39,69,77,4.50,Backordered
441,687,930,830,20241018,20240703,20240315,15,66,60,40,85,8.00,Backordered
442,308,649,659,20240822,20240903,20250120,56,62,56,73,64,2.50,Backordered
443,312,218,268,20241224,20240415,20240729,19,78,72,84,90,5.00,Discontinued
444,963,879,900,20240501,20241212,20240926,51,60,44,95,98,1.50,Discontinued
445,684,544,599,20240921,20240615,20240915,29,32,64,85,26,2.50,Discontinued
446,623,135,239,20241127,20240226,20240707,71,97,58,14,44,4.00,Discontinued
447,32,414,514,20240811,20250118,20240927,65,35,25,13,3,3.50,Active
448,783,250,560,20240503,20241126,20250109,29,72,85,52,96,12.00,Active
449,633,551,712,20240403,20240717,20240321,37,53,90,89,61,1.00,Backordered
450,319,60,99,20240325,20250117,20240530,86,100,80,94,74,6.10,Active
451,254,68,142,20250122,20250207,20240310,21,30,43,54,32,2.00,Backordered
452,726,909,225,20241030,20240523,20240522,69,59,63,91,29,1.80,Active
453,626,467,552,20240310,20240516,20240712,96,33,74,100,72,4.45,Active
454,400,471,509,20240629,20250222,20241224,19,81,39,85,33,1.50,Backordered
455,619,65,36,20241004,20241108,20240528,76,8,24,53,2,9.50,Active
456,819,136,779,20250215,20240516,20241023,72,58,36,14,52,2.40,Active
457,123,877,962,20241212,20240608,20240719,26,69,47,35,90,4.00,Active
458,781,743,261,20241029,20240409,20240601,69,98,29,34,89,2.55,Discontinued
459,888,594,802,20240919,20241031,20240313,49,3,75,46,7,6.25,Backordered
460,791,952,314,20240911,20240417,20240330,58,77,25,17,96,18.00,Discontinued
461,414,741,384,20240306,20240407,20240324,72,29,54,38,10,8.00,Discontinued
462,300,263,202,20240802,20240824,20241227,17,63,93,26,3,3.50,Backordered
463,155,846,426,20250102,20240226,20241128,37,5,68,99,1,5.00,Active
464,595,382,863,20250223,20240309,20250102,60,69,51,6,64,2.75,Active
465,827,843,376,20250117,20240916,20250224,26,12,73,20,43,4.40,Backordered
466,44,940,176,20240602,20250125,20240905,24,2,98,82,49,2.00,Active
467,411,299,89,20241208,20240912,20240404,26,67,54,46,46,4.40,Backordered
468,931,384,260,20241113,20240927,20240716,68,29,70,26,100,5.00,Backordered
469,245,490,210,20241230,20240325,20250210,81,35,86,71,82,3.00,Backordered
470,111,569,198,20240527,20240505,20241113,52,88,100,46,55,6.00,Discontinued
471,127,491,184,20240410,20241013,20240820,79,31,92,13,66,2.30,Discontinued
472,970,640,583,20240816,20240629,20240919,22,72,32,19,70,4.50,Discontinued
473,476,803,963,20241104,20240404,20250126,96,16,45,68,48,5.00,Active
474,449,347,247,20240302,20240708,20241111,89,92,46,11,62,4.80,Backordered
475,249,515,519,20240502,20241123,20240705,54,78,41,63,81,1.50,Backordered
476,43,151,885,20240229,20250203,20240406,74,2,37,99,45,10.00,Active
477,745,125,761,20240605,20240927,20240802,11,10,48,65,80,1.50,Discontinued
478,742,12,617,20240310,20241111,20250130,14,87,90,14,8,4.00,Active
479,867,761,853,20240716,20240821,20250207,16,9,50,98,32,5.00,Backordered
480,950,62,371,20240822,20250112,20250116,15,34,49,96,57,6.50,Discontinued
481,368,195,337,20240322,20240923,20240316,40,22,76,70,74,2.45,Backordered
482,825,554,38,20250114,20250120,20240916,80,6,26,71,92,5.00,Discontinued
483,29,104,862,20241221,20250113,20240930,63,4,59,71,85,12.00,Active
484,33,557,155,20241212,20240509,20240605,50,68,40,13,90,2.00,Discontinued
485,347,312,740,20250219,20241026,20241207,100,99,54,92,8,10.00,Discontinued
486,399,387,250,20240523,20250207,20240717,74,90,24,11,26,1.00,Discontinued
487,575,974,856,20240811,20240412,20240604,100,86,77,57,94,6.50,Active
488,442,801,990,20241119,20240505,20241214,13,88,100,52,11,3.00,Backordered
489,59,814,412,20240621,20240817,20240429,93,25,72,83,23,7.00,Backordered
490,224,504,379,20240405,20240423,20250124,64,1,49,15,92,10.00,Active
491,696,794,903,20241109,20240812,20250224,91,7,32,65,64,7.00,Discontinued
492,948,967,244,20240715,20241116,20240605,62,40,45,86,86,6.00,Backordered
493,429,69,721,20240328,20250128,20240424,42,88,67,94,95,2.50,Backordered
494,213,763,321,20240519,20250213,20240507,47,63,76,29,86,4.00,Active
495,599,876,582,20240822,20240608,20240614,19,94,96,74,17,11.50,Discontinued
496,962,23,613,20241019,20240614,20240522,92,87,61,31,84,2.50,Backordered
497,198,596,646,20241231,20240815,20240929,95,6,49,77,59,2.50,Active
498,492,756,389,20240506,20240503,20250213,90,3,51,87,49,2.50,Discontinued
499,586,137,873,20240814,20240615,20241013,65,69,80,26,4,6.00,Active
500,276,550,886,20250211,20240305,20241219,93,55,56,72,95,3.25,Backordered
501,384,587,771,20240317,20250125,20241030,48,48,51,50,39,3.45,Discontinued
502,905,976,41,20240422,20240612,20240904,93,51,81,18,70,10.00,Active
503,376,798,175,20240508,20240522,20250217,55,91,81,19,35,3.50,Active
504,282,553,607,20250210,20240310,20241002,16,56,56,28,13,7.20,Discontinued
505,468,283,364,20240306,20240229,20240913,46,20,54,24,30,2.50,Backordered
506,68,275,478,20240719,20250203,20241223,43,88,84,75,33,1.00,Discontinued
507,647,824,576,20240813,20240628,20240305,47,48,42,51,73,6.00,Discontinued
508,318,319,403,20240316,20250113,20240919,53,41,24,77,30,3.00,Discontinued
509,957,530,133,20250111,20241223,20240510,63,57,20,100,11,5.80,Discontinued
510,604,717,320,20241117,20240605,20240308,95,63,61,38,73,7.00,Backordered
511,692,385,631,20241228,20240717,20241205,50,100,29,31,91,25.50,Active
512,274,865,458,20240405,20240921,20240506,95,50,69,5,76,4.00,Active
513,975,298,52,20240429,20240702,20240829,48,71,95,3,86,3.00,Discontinued
514,255,956,971,20241014,20250131,20241120,24,27,49,58,35,8.00,Active
515,497,50,929,20240501,20240807,20240806,91,6,38,70,37,2.40,Backordered
516,23,64,927,20240427,20241021,20250222,91,82,43,45,58,2.30,Discontinued
517,110,896,792,20240409,20240306,20240812,88,46,73,63,55,1.00,Active
518,118,746,614,20241020,20240529,20240713,75,25,89,42,99,12.00,Active
519,794,350,448,20240610,20250106,20240919,89,96,38,96,94,4.50,Discontinued
520,24,27,336,20241029,20241107,20240511,79,45,55,20,39,6.00,Backordered
521,147,453,481,20241116,20240309,20240405,27,93,66,13,88,1.50,Active
522,738,775,756,20240320,20250114,20240411,30,59,61,3,76,4.00,Discontinued
523,702,269,326,20241001,20241201,20240907,25,62,57,98,11,3.00,Backordered
524,196,40,395,20240704,20240925,20240625,87,91,47,4,94,2.50,Discontinued
525,859,911,279,20240810,20241124,20240319,26,59,92,49,54,8.00,Active
526,173,400,417,20240607,20250221,20240411,60,15,21,29,89,4.00,Discontinued
527,176,604,891,20241124,20241127,20241124,90,91,34,72,62,5.00,Active
528,385,119,920,20240731,20250130,20241228,65,94,66,36,4,2.50,Backordered
529,499,388,570,20240320,20241219,20240619,23,6,95,24,40,2.50,Backordered
530,187,981,165,20240523,20241118,20240729,28,86,48,12,44,10.00,Backordered
531,309,888,663,20241227,20250220,20241030,88,34,95,63,94,2.40,Active
532,596,782,365,20240913,20240609,20241109,18,64,73,38,86,1.00,Active
533,743,683,492,20241111,20240711,20240328,70,66,47,77,74,2.50,Active
534,565,920,907,20240725,20240525,20240419,57,99,89,21,23,2.00,Backordered
535,655,822,844,20240826,20240930,20241026,75,46,43,77,75,9.50,Backordered
536,441,577,697,20250128,20250207,20241212,14,84,51,73,15,6.50,Active
537,298,476,107,20240610,20241212,20240725,61,14,74,35,49,5.20,Discontinued
538,215,184,6,20250220,20241206,20240815,12,93,45,12,29,1.75,Backordered
539,159,475,98,20241105,20240514,20240917,73,69,50,67,1,5.00,Active
540,972,752,205,20241118,20240625,20240720,92,96,32,22,56,6.00,Discontinued
541,95,918,641,20250208,20240624,20250117,70,96,63,84,35,9.00,Backordered
542,845,687,186,20240505,20241027,20240810,91,78,63,15,61,25.00,Backordered
543,984,271,664,20241116,20240827,20241015,60,1,42,91,42,2.45,Active
544,195,566,984,20241204,20240602,20250108,91,84,56,90,11,3.00,Active
545,585,286,816,20241022,20240508,20240816,51,35,80,89,95,10.00,Backordered
546,549,449,944,20241213,20250112,20241126,47,26,30,72,40,3.25,Active
547,890,421,506,20241105,20241107,20240227,64,28,74,50,35,2.00,Active
548,415,331,31,20240411,20240303,20240526,36,30,68,88,44,0.20,Backordered
549,244,600,258,20241213,20250127,20240819,99,1,50,53,4,3.00,Backordered
550,474,793,195,20250219,20240713,20240326,92,99,43,90,93,4.00,Discontinued
551,639,799,793,20241114,20240523,20241014,76,98,62,48,41,1.75,Backordered
552,752,732,720,20240712,20250217,20241121,38,91,53,87,94,5.70,Discontinued
553,295,508,353,20241118,20241114,20240708,43,10,27,69,15,1.00,Active
554,850,513,822,20240727,20240622,20240524,44,77,89,64,45,2.00,Discontinued
555,668,714,905,20240415,20240601,20250109,47,41,39,54,63,3.00,Active
556,563,674,513,20240825,20250217,20241030,57,63,53,94,41,1.50,Discontinued
557,272,507,35,20240712,20240929,20240822,97,97,53,31,71,4.50,Active
558,130,613,297,20240918,20240907,20240601,66,19,30,49,20,2.40,Active
559,381,4,356,20250126,20241204,20240722,84,13,25,34,88,15.00,Backordered
560,379,902,791,20240709,20241108,20240712,22,60,62,3,73,4.20,Backordered
561,467,726,86,20250207,20241029,20240517,26,83,75,12,24,4.75,Backordered
562,135,76,826,20240308,20241129,20241017,100,52,86,70,2,3.00,Backordered
563,100,288,619,20240915,20240608,20241129,73,12,89,92,28,15.00,Active
564,798,663,11,20250117,20240714,20240415,23,38,40,15,54,10.00,Active
565,392,812,355,20240703,20240306,20241105,77,20,42,19,37,4.25,Backordered
566,310,869,540,20241227,20241207,20241109,92,39,30,41,50,1.60,Backordered
567,914,623,358,20241208,20240229,20240317,99,87,93,70,10,25.00,Active
568,581,543,124,20240818,20240403,20241103,85,4,95,70,75,6.50,Backordered
569,251,81,585,20241013,20241204,20240610,11,9,48,96,65,2.00,Discontinued
570,459,313,952,20240905,20241023,20240503,40,30,33,84,60,15.00,Active
571,703,740,842,20240502,20250106,20240711,30,42,48,23,8,7.00,Active
572,437,316,121,20240315,20250218,20240330,36,64,91,35,63,20.00,Backordered
573,778,765,200,20250109,20240704,20241102,20,68,38,51,20,12.00,Active
574,80,332,187,20240729,20250106,20250210,26,95,92,14,36,4.50,Active
575,618,522,272,20240528,20241028,20241226,46,28,65,57,73,9.00,Discontinued
576,833,588,968,20241022,20240814,20241121,99,54,80,10,71,1.50,Discontinued
577,283,589,831,20240911,20240528,20240613,69,53,28,56,32,9.20,Active
578,418,66,101,20240309,20240830,20240622,43,78,48,98,85,2.50,Backordered
579,556,768,751,20240417,20240402,20241105,63,62,67,17,18,0.20,Active
580,574,498,937,20240906,20241228,20241104,88,78,58,21,17,2.50,Active
581,124,117,5,20241019,20241206,20240624,42,88,34,51,17,10.50,Discontinued
582,758,34,214,20240813,20241213,20240227,14,66,86,15,1,6.00,Backordered
583,737,848,557,20241004,20250125,20240701,14,75,65,62,10,10.00,Active
584,450,506,923,20241106,20241220,20240421,12,54,31,88,48,1.00,Backordered
585,239,903,889,20250106,20240804,20240725,81,16,23,96,69,4.30,Backordered
586,273,837,608,20250213,20240811,20240406,67,79,73,36,98,7.00,Active
587,540,586,334,20250103,20240312,20240717,34,94,96,30,69,0.80,Backordered
588,240,963,253,20240708,20241011,20250211,11,72,89,4,5,15.00,Active
589,876,597,647,20241122,20240909,20241023,52,64,21,55,54,2.40,Backordered
590,922,46,546,20240505,20240812,20240620,18,72,25,81,71,2.00,Active
591,570,178,908,20250129,20241117,20250102,71,36,87,2,45,3.50,Backordered
592,842,93,504,20240325,20240707,20241019,82,67,26,1,67,2.75,Backordered
593,891,158,950,20240510,20240310,20240914,88,56,98,86,81,10.00,Discontinued
594,573,760,169,20250105,20240512,20240525,18,14,78,4,77,2.50,Backordered
595,178,719,685,20240817,20240321,20240309,63,4,40,69,46,2.50,Discontinued
596,985,411,938,20240727,20241002,20240320,74,10,100,66,74,20.00,Backordered
597,816,531,310,20250222,20240616,20240507,24,15,35,4,6,4.75,Discontinued
598,477,858,332,20250119,20240717,20241013,97,52,22,90,80,3.00,Backordered
599,97,722,897,20240321,20240229,20240622,61,77,51,48,45,2.50,Backordered
600,904,813,118,20240630,20240331,20240826,50,40,28,98,69,2.50,Active
601,923,226,672,20241117,20240428,20241015,68,43,75,35,96,20.00,Backordered
602,129,445,48,20240601,20240602,20241005,60,9,95,63,89,9.00,Active
603,759,393,888,20240315,20240823,20240805,44,26,63,59,60,4.75,Discontinued
604,325,730,774,20240803,20240816,20240502,26,21,40,59,47,10.00,Discontinued
605,520,539,152,20240912,20241231,20250126,22,40,98,60,7,5.00,Active
606,403,437,7,20240630,20250222,20250113,90,22,81,88,20,4.50,Backordered
607,66,435,4,20250119,20241113,20240617,29,4,59,52,17,8.00,Active
608,587,524,13,20240327,20240521,20241121,23,13,31,28,15,20.00,Backordered
609,799,16,718,20240826,20241207,20240521,31,89,46,54,7,5.90,Discontinued
610,263,389,438,20241002,20241119,20240805,98,77,92,29,7,7.00,Discontinued
611,974,779,535,20250113,20241119,20241125,89,66,39,25,28,6.50,Active
612,773,52,528,20241125,20240820,20240802,64,97,48,100,91,3.00,Active
613,790,757,194,20240725,20240403,20241010,17,45,37,16,44,6.00,Active
614,339,820,14,20240927,20240829,20250206,97,57,95,28,84,7.00,Active
615,99,895,814,20240616,20240408,20240601,43,41,27,78,100,8.00,Active
616,704,626,471,20240530,20240321,20250122,63,62,62,45,98,2.50,Backordered
617,433,220,877,20241127,20240430,20240622,88,27,57,37,92,5.50,Discontinued
618,883,870,368,20240923,20240710,20240330,26,82,76,88,19,1.50,Active
619,831,818,884,20240806,20240603,20240909,68,29,53,20,31,7.00,Backordered
620,801,679,188,20250106,20241130,20241109,35,19,88,6,30,6.50,Backordered
621,420,355,764,20240306,20240715,20250121,85,33,64,38,50,1.80,Discontinued
622,877,357,776,20240408,20240824,20240405,68,82,90,2,58,4.80,Backordered
623,5,590,746,20241019,20241211,20241014,91,98,100,20,6,2.00,Backordered
624,91,729,855,20240501,20240728,20240520,27,22,91,77,89,7.00,Discontinued
625,530,361,975,20250117,20240712,20240923,55,58,48,17,6,7.20,Discontinued
626,191,13,934,20240405,20240627,20241028,24,21,85,17,4,6.00,Backordered
627,314,395,544,20240307,20241002,20241109,61,22,90,11,98,30.00,Active
628,863,486,762,20240615,20240627,20250201,59,27,92,82,63,1.75,Discontinued
629,304,87,741,20240830,20240827,20241026,22,35,41,27,55,6.00,Active
630,698,913,428,20240622,20240523,20240416,77,58,63,28,13,3.50,Discontinued
631,349,830,346,20240411,20241112,20240808,82,65,30,78,69,4.45,Backordered
632,909,311,714,20240722,20250221,20250129,13,61,42,18,77,5.50,Backordered
633,525,853,66,20240310,20240709,20240817,31,61,55,70,28,2.10,Active
634,782,248,491,20240417,20241201,20240320,98,14,48,38,11,2.50,Discontinued
635,466,429,274,20240406,20241228,20240408,66,31,85,39,18,2.50,Backordered
636,329,21,473,20240810,20240727,20240509,45,70,25,39,98,2.45,Backordered
637,26,177,144,20240623,20240707,20250103,58,17,62,89,26,7.00,Backordered
638,735,149,507,20241010,20240816,20241110,46,39,36,54,11,4.75,Active
639,495,684,525,20241105,20240702,20240408,85,17,92,34,96,18.00,Discontinued
640,917,753,648,20241003,20241206,20250115,34,96,90,34,76,6.15,Discontinued
641,944,398,773,20240403,20240410,20240527,62,36,31,25,96,4.75,Discontinued
642,336,897,93,20240410,20240517,20250108,82,31,66,74,86,20.00,Active
643,958,29,369,20241012,20241204,20240601,78,16,25,96,37,4.70,Backordered
644,478,156,414,20241229,20240321,20240806,38,82,52,47,17,2.00,Discontinued
645,868,982,677,20250213,20240803,20241005,50,20,30,57,74,2.00,Backordered
646,4,712,477,20241025,20240608,20250103,40,38,21,45,32,3.20,Backordered
647,227,106,622,20240228,20240515,20250204,93,8,93,85,51,8.00,Backordered
648,686,96,209,20240730,20240520,20240721,88,99,93,99,41,5.50,Backordered
649,978,433,140,20241206,20240614,20240914,15,49,68,74,40,4.50,Discontinued
650,627,11,485,20241125,20240414,20240810,98,30,31,26,39,10.00,Active
651,18,646,218,20250126,20240302,20240306,73,31,22,47,49,6.00,Discontinued
652,323,441,436,20240707,20240601,20240322,36,53,67,43,92,3.50,Backordered
653,462,887,193,20240303,20240613,20241213,36,3,74,8,54,6.00,Discontinued
654,965,38,892,20250205,20240502,20240527,74,81,51,67,41,6.00,Active
655,900,770,719,20240719,20250216,20250128,79,47,83,69,51,9.50,Discontinued
656,359,599,586,20240606,20241203,20240708,11,58,49,34,26,6.20,Active
657,554,472,678,20241110,20240730,20241001,89,56,27,51,74,2.50,Backordered
658,17,985,760,20240722,20250130,20240615,30,81,99,3,99,9.00,Backordered
659,506,645,276,20240327,20240516,20240917,50,56,70,100,63,3.00,Discontinued
660,748,39,367,20240528,20250222,20240530,31,43,46,78,80,1.50,Backordered
661,72,258,572,20240921,20240531,20241208,62,91,41,77,14,2.50,Discontinued
662,446,405,172,20240425,20250122,20241127,97,99,57,42,96,4.00,Backordered
663,366,59,156,20241025,20240521,20240620,99,44,36,2,52,2.00,Discontinued
664,815,694,845,20241219,20241119,20240501,77,52,48,43,28,4.00,Active
665,197,499,117,20241123,20250209,20240626,51,19,73,42,96,4.50,Active
666,334,932,516,20240921,20241225,20240518,100,61,85,79,21,7.00,Backordered
667,534,418,786,20240721,20240826,20241203,59,17,69,82,1,30.00,Active
668,967,654,515,20240522,20240507,20240617,61,17,31,29,69,2.52,Active
669,709,861,981,20240711,20250119,20250216,75,69,43,18,100,4.50,Backordered
670,546,373,523,20240405,20241209,20240519,92,67,23,78,51,4.00,Discontinued
671,592,751,1,20241205,20250221,20241222,68,12,39,6,42,10.00,Backordered
672,101,129,686,20240604,20240528,20250103,39,93,26,44,57,2.50,Backordered
673,969,61,838,20240416,20240809,20241128,27,1,34,63,3,30.00,Backordered
674,751,959,296,20241022,20240622,20240815,25,97,72,23,63,2.30,Discontinued
675,803,57,43,20240630,20240326,20240819,26,16,64,79,69,1.20,Discontinued
676,301,608,896,20241229,20240523,20240817,87,91,90,75,23,14.90,Backordered
677,107,276,145,20241113,20240826,20240823,78,34,62,2,39,20.50,Active
678,952,256,65,20241223,20250212,20240426,63,38,23,18,77,1.00,Active
679,348,168,630,20240814,20250204,20241106,53,86,44,3,54,3.00,Discontinued
680,106,565,104,20240425,20240721,20240322,19,100,66,28,83,2.50,Discontinued
681,610,200,160,20240825,20250122,20240619,74,22,24,12,91,9.50,Active
682,780,945,880,20240524,20240822,20240517,64,95,55,1,62,6.00,Discontinued
683,723,690,512,20240518,20250105,20240417,12,28,46,88,11,3.00,Backordered
684,471,43,819,20250105,20250111,20241013,19,92,51,79,41,2.00,Active
685,243,233,902,20241027,20240628,20240724,12,83,22,9,93,1.75,Backordered
686,714,609,401,20241008,20240226,20250119,61,50,24,92,9,4.50,Active
687,927,413,852,20240705,20240726,20240408,69,65,98,50,91,3.00,Backordered
688,250,937,486,20240328,20250101,20240503,85,92,54,85,66,6.70,Backordered
689,814,788,604,20240829,20250116,20240615,60,88,94,15,65,4.00,Active
690,268,222,249,20240619,20240311,20240829,100,21,20,13,64,7.00,Backordered
691,184,549,650,20241107,20240429,20240509,82,6,21,58,53,5.00,Active
692,371,412,350,20240421,20240612,20250124,65,36,32,70,37,3.50,Backordered
693,856,160,574,20240421,20250106,20240626,14,99,28,45,97,4.20,Discontinued
694,580,576,910,20240518,20240920,20240430,47,7,29,20,63,2.00,Backordered
695,247,578,327,20250121,20240320,20240824,60,90,47,9,85,3.00,Discontinued
696,248,336,137,20240321,20240914,20240531,17,3,49,17,33,3.00,Backordered
697,389,5,493,20250119,20250112,20240331,47,20,49,19,65,1.75,Backordered
698,154,953,568,20240623,20240516,20241229,64,14,53,33,44,8.00,Active
699,848,171,985,20240731,20240727,20240707,70,31,23,80,55,4.50,Discontinued
700,365,921,53,20250130,20240727,20240316,74,65,21,42,5,7.00,Discontinued
701,28,667,373,20241222,20240907,20240919,61,90,79,84,26,2.50,Discontinued
702,257,916,159,20240916,20241105,20241024,83,61,35,7,4,1.00,Backordered
703,912,844,105,20240708,20250107,20240820,44,83,46,4,78,1.80,Discontinued
704,223,44,737,20241201,20241223,20241118,49,1,97,95,28,2.00,Active
705,327,114,59,20241007,20240516,20240508,38,22,33,62,71,5.00,Active
706,38,456,134,20241021,20250219,20250118,17,88,45,29,41,2.50,Backordered
707,887,715,196,20240802,20240410,20240527,67,57,78,60,36,1.80,Active
708,851,403,348,20241224,20241017,20240524,84,74,64,32,48,4.50,Backordered
709,88,636,895,20240413,20240617,20241123,36,75,26,41,35,2.90,Discontinued
710,407,232,541,20240430,20241018,20240607,16,20,81,62,45,8.00,Active
711,889,63,479,20240902,20240225,20250215,60,64,34,48,36,10.00,Discontinued
712,874,482,151,20250128,20240228,20240225,21,28,69,51,72,9.00,Backordered
713,784,836,807,20250128,20241120,20240729,65,88,89,37,20,2.50,Backordered
714,558,966,499,20241031,20240423,20241210,75,91,96,73,68,3.00,Backordered
715,771,26,960,20241023,20240405,20240626,91,59,30,63,49,6.00,Active
716,571,7,620,20250206,20241003,20240703,47,75,70,20,53,6.00,Discontinued
